country_or_area,year,Biogases - Final energy consumption,Direct use of geothermal heat - Final energy consumption,Electricity - Gross demand,Electricity - Gross production,Electricity - total hydro production,Electricity - total nuclear production,Electricity - total solar production,Electricity - total wind production,Gas Oil/ Diesel Oil - Final energy consumption,Hard coal - final energy consumption,Heat - Final energy consumption,Liquified Petroleum Gas (LPG) - Final energy consumption,Motor Gasoline - Final energy consumption,Natural Gas (including LNG) - final energy consumption,Petroleum Coke - Final energy consumption,value
Australia,1991,,,146470.0,156818.0,16103.0,,,,7463.0,2631.0,,1039.0,12389.0,391025.0,,418674.057493862
Australia,1992,,,148523.0,159545.0,15768.0,,,,7651.0,2617.0,,1233.0,12451.0,399910.0,,423080.108191254
Australia,1993,,,152606.0,163650.0,16953.0,,11.0,,7923.0,2491.0,,1365.0,12552.0,410311.0,,423764.932564252
Australia,1994,,,156615.0,167463.0,16649.0,,13.0,4.0,8188.0,2602.0,,1507.0,12776.0,428827.0,,424092.95937256
Australia,1995,,,161732.0,173159.0,16239.0,,16.0,7.0,8447.0,2423.0,,1714.0,12957.0,450273.0,,433478.650825855
Australia,1996,,,165963.0,177598.0,15731.0,,19.0,7.0,9053.0,2197.0,,1856.0,13054.0,458147.0,,439803.962228252
Australia,1997,,,171242.0,182939.0,16852.0,,23.0,7.0,9491.0,2327.0,,1895.0,13069.0,464465.0,,451721.717814666
Australia,1998,,,182365.0,195369.0,15733.0,,28.0,8.0,9660.0,2216.0,,1971.0,13102.0,481170.0,,466382.112471814
Australia,1999,,,189494.0,203987.0,16563.0,,34.0,28.0,10015.0,2209.0,,2021.0,13306.0,489648.0,,472245.9907776
Australia,2000,,,194832.0,210224.0,16720.0,,38.0,58.0,10356.0,2255.0,,2082.0,13618.0,513977.0,,483445.826664823
Australia,2001,,,206186.0,224635.0,16933.0,,44.0,210.0,10449.0,2166.0,,2111.0,13023.0,543131.0,,491441.695937142
Australia,2002,,,212804.0,227555.0,16054.0,,50.0,364.0,10857.0,1515.0,,1746.0,13760.0,533443.0,,494740.100776734
Australia,2003,290.0,,208306.0,222121.0,16490.0,,59.0,703.0,11339.0,1964.0,,1807.0,13896.0,553550.0,1.0,495154.085966803
Australia,2004,349.0,,215609.0,229784.0,16331.0,,69.0,705.0,11687.0,2056.0,,1810.0,14694.0,562942.0,1.0,511710.242020824
Australia,2005,679.0,,214012.0,228650.0,15612.0,,79.0,885.0,12367.0,2016.0,,1692.0,14242.0,541271.0,0.0,518850.759462375
Australia,2006,854.0,,218215.0,232830.0,16029.0,,91.0,1713.0,12360.0,1948.0,,2057.0,13947.0,541447.0,0.0,522517.191663285
Australia,2007,870.0,,226764.0,243157.0,14517.0,,109.0,2611.0,13266.0,1987.0,,1776.0,14135.0,563868.0,0.0,529842.870342484
Australia,2008,928.0,,227821.0,243221.0,12057.0,,127.0,3093.0,14021.0,2037.0,,1709.0,14071.0,563656.0,1.0,533693.508207377
Australia,2009,883.0,,232028.0,248754.0,11869.0,,160.0,3824.0,13963.0,1954.0,,1479.0,14188.0,547423.0,0.0,537889.892623617
Australia,2010,1003.0,,237339.0,252698.0,13549.0,,426.0,5052.0,14696.0,1669.0,,1704.0,14162.0,551439.0,0.0,533917.43629539
Australia,2011,952.0,,240790.0,253958.0,16807.0,,1530.0,6085.0,15455.0,1613.0,,1694.0,14390.0,555829.0,0.0,534089.798684709
Australia,2012,1649.0,,236716.0,251165.0,14083.0,,2559.0,6970.0,16356.0,1520.0,,1692.0,14133.0,558960.0,,537377.571452805
Australia,2013,2249.0,,235703.0,249720.0,18270.0,,3826.0,7960.0,17268.0,1509.0,,1670.0,14095.0,579331.0,,526882.667266593
Austria,1991,,151.0,48793.0,51483.0,32745.0,,,,3842.0,425.0,30499.0,153.0,2791.0,134280.0,30.0,82636.9034660686
Austria,1992,,151.0,48197.0,51190.0,36099.0,,,,3858.0,410.0,29380.0,158.0,2677.0,139598.0,27.0,75930.9957651566
Austria,1993,77.0,117.0,49073.0,52421.0,37756.0,,1.0,,4193.0,418.0,32911.0,165.0,2570.0,142272.0,23.0,75988.2270431512
Austria,1994,88.0,118.0,49596.0,53132.0,36729.0,,1.0,,4226.0,365.0,31885.0,172.0,2481.0,140583.0,12.0,76503.4852878471
Austria,1995,49.0,141.0,50979.0,56225.0,38114.0,,1.0,1.0,4518.0,401.0,35515.0,164.0,2393.0,159064.0,13.0,79813.0345359956
Austria,1996,36.0,178.0,52515.0,54880.0,35522.0,,1.0,5.0,5517.0,462.0,45030.0,150.0,2220.0,171356.0,10.0,83008.8063000899
Austria,1997,5.0,183.0,53069.0,56704.0,37124.0,,2.0,20.0,5276.0,521.0,40479.0,131.0,2105.0,172088.0,15.0,82474.3920310851
Austria,1998,7.0,245.0,54039.0,57001.0,38254.0,,2.0,45.0,5813.0,494.0,42213.0,144.0,2204.0,175781.0,20.0,81770.8395563128
Austria,1999,458.0,189.0,55167.0,60944.0,41727.0,,2.0,51.0,5729.0,391.0,43264.0,145.0,2055.0,180349.0,35.0,80106.7171759132
Austria,2000,504.0,206.0,55750.0,61257.0,43219.0,,3.0,67.0,5964.0,391.0,42698.0,151.0,1981.0,184058.0,24.0,80429.3433929845
Austria,2001,392.0,190.0,58338.0,62449.0,41837.0,,5.0,105.0,6461.0,363.0,45654.0,143.0,1990.0,208079.0,20.0,84380.8068854374
Austria,2002,329.0,310.0,58074.0,62499.0,42020.0,,9.0,140.0,6912.0,322.0,45224.0,166.0,2145.0,200842.0,66.0,86129.5464386255
Austria,2003,318.0,240.0,60058.0,60174.0,35292.0,,15.0,372.0,7564.0,279.0,48382.0,176.0,2196.0,211420.0,68.0,92018.4811411606
Austria,2004,358.0,240.0,61320.0,64151.0,38966.0,,18.0,934.0,7706.0,275.0,51723.0,174.0,2160.0,216685.0,99.0,91835.8942410282
Austria,2005,793.0,270.0,62865.0,66409.0,39020.0,,21.0,1331.0,8170.0,264.0,56645.0,171.0,2078.0,215864.0,65.0,92810.4871969534
Austria,2006,583.0,263.0,65595.0,64499.0,38238.0,,22.0,1752.0,7815.0,341.0,55671.0,179.0,2008.0,213799.0,43.0,89981.0212829735
Austria,2007,705.0,237.0,66706.0,64757.0,39248.0,,24.0,2037.0,7740.0,309.0,55993.0,159.0,1965.0,203955.0,36.0,87241.1545305627
Austria,2008,671.0,254.0,66144.0,66877.0,40690.0,,30.0,2011.0,7738.0,254.0,62689.0,151.0,1836.0,211305.0,40.0,87101.134677129
Austria,2009,664.0,281.0,63266.0,69088.0,43669.0,,49.0,1954.0,7415.0,214.0,64350.0,143.0,1846.0,199925.0,32.0,80190.6514378182
Austria,2010,668.0,321.0,65906.0,71128.0,41558.0,,89.0,2064.0,7647.0,178.0,77127.0,160.0,1825.0,216139.0,47.0,84946.0197097698
Austria,2011,1071.0,278.0,65836.0,65813.0,37782.0,,174.0,1936.0,7321.0,171.0,72864.0,137.0,1761.0,205460.0,62.0,82626.6380188969
Austria,2012,1574.0,346.0,66788.0,72617.0,47705.0,,337.0,2462.0,7298.0,175.0,77207.0,121.0,1734.0,203798.0,53.0,79897.1151021792
Austria,2013,1598.0,329.0,66757.0,68277.0,45777.0,,582.0,3152.0,7652.0,174.0,79891.0,99.0,1670.0,212237.0,52.0,80042.5418408096
Belarus,1992,,,41044.0,37595.0,17.0,,,,2725.0,1112.0,387440.0,339.0,332.0,113155.0,,116588.686464578
Belarus,1993,,,36602.0,33369.0,19.0,,,,2890.0,1181.0,357133.0,334.0,43.0,105135.0,,103951.525256019
Belarus,1994,,,32702.0,31397.0,19.0,,,,,868.0,292650.0,357.0,,86564.0,,88206.3567402
Belarus,1995,,,29847.0,24918.0,20.0,,,,1746.0,807.0,258369.0,340.0,,82745.0,,80369.782345399
Belarus,1996,,,30101.0,23728.0,16.0,,,,1860.0,778.0,291625.0,314.0,1279.0,91100.0,,82375.194219344
Belarus,1997,,,31479.0,26057.0,21.0,,,,1847.0,221.0,297082.0,309.0,1231.0,98374.0,,86282.505937182
Belarus,1998,,,32095.0,23492.0,28.0,,,,1924.0,239.0,288432.0,284.0,1269.0,105888.0,,82668.831561971
Belarus,1999,,,31564.0,26516.0,19.0,,,0.0,1813.0,165.0,276889.0,266.0,1127.0,109665.0,,79497.84205671
Belarus,2000,,,31194.0,26095.0,20.0,,,0.0,1751.0,193.0,243023.0,278.0,987.0,106697.0,,77959.724959323
Belarus,2001,,,31195.0,25042.0,30.0,,,0.0,1649.0,147.0,257126.0,249.0,884.0,108316.0,,77921.8275915
Belarus,2002,,,30864.0,26455.0,28.0,,,0.0,1591.0,115.0,240139.0,222.0,878.0,113624.0,,76683.86788515
Belarus,2003,,,31311.0,26627.0,28.0,,,0.0,1736.0,99.0,252527.0,221.0,960.0,122393.0,,79158.718822027
Belarus,2004,,,32141.0,31210.0,33.0,,,1.0,1804.0,78.0,247622.0,226.0,965.0,129259.0,,83688.299567336
Belarus,2005,,,32712.0,30961.0,36.0,,,1.0,2043.0,63.0,246583.0,224.0,1033.0,132452.0,,85596.098699522
Belarus,2006,,,33796.0,31811.0,35.0,,,1.0,2324.0,57.0,247321.0,234.0,1121.0,138464.0,,89449.655446278
Belarus,2007,0.0,,33923.0,31829.0,35.0,,,1.0,2367.0,40.0,229602.0,254.0,1094.0,147532.0,,88920.641948088
Belarus,2008,1.0,,34619.0,35048.0,39.0,,,1.0,2765.0,31.0,218110.0,268.0,1137.0,154153.0,,92364.348971776
Belarus,2009,1.0,,32717.0,30376.0,44.0,,,1.0,2600.0,34.0,218205.0,234.0,1094.0,149419.0,,89223.65625899
Belarus,2010,12.0,,35331.0,34895.0,45.0,,,1.0,2763.0,30.0,232835.0,221.0,1109.0,160358.0,,91183.549358156
Belarus,2011,12.0,,35565.0,32200.0,42.0,,,1.0,3088.0,50.0,216590.0,227.0,1074.0,157385.0,,91671.727009572
Belarus,2012,37.0,,36197.0,30799.0,70.0,,,6.0,3159.0,316.0,224471.0,215.0,1087.0,163954.0,,90925.114581937
Belarus,2013,44.0,,35688.0,31507.0,138.0,,,8.0,3309.0,508.0,219683.0,191.0,1121.0,164579.0,,93037.24544666
Belgium,1991,243.0,,65288.0,71936.0,979.0,42861.0,,8.0,8978.0,1741.0,9763.0,317.0,2738.0,313496.0,193.0,148825.699408439
Belgium,1992,210.0,,67408.0,72225.0,1156.0,43456.0,,9.0,9145.0,1499.0,9597.0,385.0,2903.0,315514.0,224.0,148384.726816956
Belgium,1993,199.0,,68317.0,70834.0,1020.0,41927.0,,8.0,9119.0,1403.0,9157.0,355.0,2839.0,332114.0,180.0,147393.394631085
Belgium,1994,352.0,,71392.0,72179.0,1184.0,40624.0,,9.0,9408.0,1450.0,9037.0,344.0,2839.0,338838.0,164.0,151882.372526596
Belgium,1995,288.0,,73502.0,74408.0,1230.0,41356.0,,9.0,9645.0,1243.0,9414.0,312.0,2833.0,368900.0,159.0,154020.293703539
Belgium,1996,283.0,,75239.0,76099.0,1200.0,43336.0,,8.0,10674.0,1289.0,10400.0,395.0,2739.0,411547.0,267.0,157656.68711628
Belgium,1997,313.0,,77012.0,78833.0,1277.0,47408.0,,8.0,10942.0,1385.0,11381.0,409.0,2535.0,383241.0,266.0,149163.455913832
Belgium,1998,309.0,,79366.0,83183.0,1497.0,46165.0,,11.0,10963.0,1205.0,13574.0,405.0,2512.0,402415.0,204.0,154340.392867866
Belgium,1999,203.0,,80176.0,84514.0,1489.0,49017.0,,13.0,10682.0,1135.0,16245.0,350.0,2394.0,416228.0,248.0,148062.443619472
Belgium,2000,127.0,,82955.0,84012.0,1699.0,48157.0,,16.0,10488.0,1198.0,20592.0,377.0,2245.0,439428.0,540.0,149213.017245465
Belgium,2001,421.0,,83702.0,79821.0,1644.0,46349.0,,37.0,11146.0,1290.0,20241.0,299.0,2186.0,442351.0,258.0,147626.133486262
Belgium,2002,401.0,,84210.0,82069.0,1490.0,47360.0,,57.0,10625.0,715.0,19873.0,295.0,2087.0,451792.0,315.0,147240.36528013
Belgium,2003,320.0,,85822.0,84630.0,1316.0,47379.0,,88.0,11329.0,561.0,21397.0,213.0,2105.0,449061.0,295.0,147579.069694206
Belgium,2004,204.0,,87811.0,85643.0,1607.0,47312.0,1.0,142.0,11803.0,579.0,21754.0,207.0,1932.0,463252.0,148.0,148971.404765463
Belgium,2005,1040.0,,87925.0,87025.0,1604.0,47595.0,1.0,227.0,11749.0,547.0,17940.0,190.0,1762.0,442540.0,192.0,144803.082030313
Belgium,2006,477.0,,90444.0,85617.0,1628.0,46645.0,2.0,366.0,11223.0,459.0,19873.0,174.0,1465.0,465172.0,167.0,141046.707506786
Belgium,2007,156.0,,90165.0,88820.0,1683.0,48227.0,6.0,491.0,10557.0,482.0,17109.0,325.0,1394.0,449738.0,131.0,136451.339269181
Belgium,2008,354.0,,90209.0,84930.0,1757.0,45568.0,42.0,637.0,12086.0,616.0,19813.0,232.0,1458.0,454703.0,97.0,138749.626056865
Belgium,2009,1466.0,,83806.0,91225.0,1757.0,47222.0,166.0,996.0,11240.0,673.0,23979.0,211.0,1420.0,431068.0,90.0,125811.802030467
Belgium,2010,1210.0,,90251.0,95189.0,1668.0,47944.0,560.0,1292.0,12013.0,690.0,26791.0,327.0,1294.0,499546.0,73.0,133258.405661738
Belgium,2011,1707.0,,87567.0,90241.0,1423.0,48234.0,1169.0,2312.0,11229.0,561.0,26255.0,354.0,1301.0,395787.0,80.0,122833.395512317
Belgium,2012,2409.0,,87998.0,82923.0,1659.0,40295.0,2148.0,2751.0,10732.0,550.0,22302.0,337.0,1220.0,421837.0,86.0,118761.338189887
Belgium,2013,3319.0,,88097.0,83526.0,1723.0,42644.0,2644.0,3687.0,10999.0,746.0,23234.0,335.0,1224.0,448452.0,73.0,119375.301515447
Canada,1991,,,474490.0,508572.0,308375.0,84930.0,,,18175.0,1254.0,30799.0,2063.0,24125.0,1877356.0,196.0,611861.12927
Canada,1992,,,479327.0,520390.0,316489.0,80582.0,2.0,59.0,18275.0,1240.0,22942.0,2276.0,24462.0,1965194.0,275.0,625134.003492663
Canada,1993,,,488572.0,532228.0,323667.0,93937.0,3.0,59.0,19121.0,1127.0,16795.0,1988.0,25006.0,2037987.0,333.0,631353.636876568
Canada,1994,,,494576.0,555784.0,329945.0,107834.0,3.0,59.0,20339.0,1226.0,23129.0,2016.0,25715.0,2108636.0,356.0,652999.137826791
Canada,1995,,,506766.0,560116.0,336034.0,97844.0,4.0,59.0,20752.0,1254.0,29655.0,2407.0,25764.0,2168512.0,350.0,688384.405366886
Canada,1996,,,518268.0,573040.0,355758.0,92767.0,6.0,62.0,21878.0,1297.0,28335.0,2131.0,26089.0,2313640.0,349.0,690743.642261192
Canada,1997,,,520449.0,573711.0,350809.0,82528.0,7.0,62.0,22775.0,1315.0,24834.0,2225.0,26727.0,2277430.0,263.0,702636.426437771
Canada,1998,,,516533.0,561760.0,332001.0,71511.0,10.0,62.0,22143.0,1357.0,28727.0,1948.0,27464.0,2114539.0,304.0,728148.99665231
Canada,1999,,,530347.0,579056.0,345874.0,73491.0,13.0,164.0,23015.0,1382.0,33070.0,1870.0,28167.0,2183338.0,309.0,729415.115205006
Canada,2000,,,550811.0,605707.0,358620.0,72799.0,16.0,264.0,23864.0,1542.0,33981.0,1943.0,28178.0,2295301.0,263.0,745991.030964409
Canada,2001,,,547185.0,589891.0,333430.0,76695.0,19.0,337.0,22697.0,1449.0,35714.0,2047.0,28526.0,2109699.0,306.0,737198.311959851
Canada,2002,,,561867.0,601269.0,350665.0,75526.0,22.0,408.0,22142.0,1349.0,35933.0,1795.0,29106.0,2263994.0,378.0,752124.480865682
Canada,2003,,,563541.0,589653.0,337556.0,74892.0,23.0,826.0,22830.0,1365.0,39354.0,1677.0,29568.0,2315191.0,0.0,766107.894942836
Canada,2004,,,569498.0,599976.0,340946.0,90387.0,13.0,954.0,23361.0,1506.0,39134.0,1747.0,30130.0,2281080.0,0.0,769691.185364662
Canada,2005,,,578172.0,621705.0,362031.0,92040.0,17.0,1567.0,26079.0,1454.0,38613.0,1846.0,30254.0,2018769.0,916.0,753897.578284867
Canada,2006,,,570451.0,607470.0,352963.0,97964.0,21.0,2473.0,25767.0,1656.0,36747.0,1908.0,30253.0,1920743.0,969.0,746308.214382233
Canada,2007,428.0,,575831.0,626521.0,367695.0,93482.0,26.0,3007.0,27169.0,2213.0,36499.0,2113.0,31959.0,1997907.0,994.0,766021.806890764
Canada,2008,428.0,,577875.0,629473.0,377561.0,96020.0,35.0,3788.0,26100.0,1619.0,34864.0,1552.0,31727.0,1978797.0,959.0,743519.658507859
Canada,2009,428.0,,554446.0,606346.0,368762.0,90091.0,5.0,6641.0,23980.0,1429.0,39492.0,1401.0,32240.0,1868930.0,883.0,702098.419634983
Canada,2010,1760.0,,552541.0,595951.0,351461.0,90658.0,117.0,8724.0,26093.0,1497.0,19478.0,1497.0,33357.0,1826403.0,747.0,718178.080242569
Canada,2011,1761.0,,574075.0,629901.0,375797.0,93589.0,260.0,10187.0,27541.0,1761.0,26773.0,1650.0,33621.0,1974732.0,777.0,722862.506881868
Canada,2012,1832.0,,567179.0,632921.0,380340.0,94862.0,319.0,11310.0,26982.0,1670.0,28988.0,1900.0,33789.0,1906909.0,811.0,729475.888683575
Canada,2013,3005.0,,589217.0,660795.0,391861.0,103439.0,1499.0,17963.0,27294.0,1194.0,28679.0,1559.0,34693.0,2055791.0,742.0,737423.135272495
Croatia,1992,,,11309.0,8902.0,4349.0,,,,878.0,83.0,10255.0,95.0,511.0,35568.0,3.0,22538.033900319
Croatia,1993,,,11239.0,9564.0,4550.0,,,,895.0,68.0,9806.0,94.0,497.0,39911.0,,22658.2944835065
Croatia,1994,,,11525.0,8773.0,5435.0,,,,973.0,60.0,9336.0,91.0,545.0,40884.0,2.0,21712.7639767596
Croatia,1995,,,11960.0,9276.0,5683.0,,,,1029.0,46.0,10440.0,94.0,575.0,41770.0,,22296.1672493651
Croatia,1996,,,12590.0,11173.0,7863.0,,,,995.0,61.0,10913.0,82.0,600.0,45927.0,,22882.9631499268
Croatia,1997,,,13250.0,10248.0,5864.0,,,,1176.0,56.0,10230.0,105.0,678.0,48328.0,15.0,24126.2737653358
Croatia,1998,,,13790.0,11462.0,6030.0,,,,1196.0,63.0,9532.0,95.0,737.0,49685.0,19.0,24459.7108462523
Croatia,1999,,,14154.0,12979.0,7329.0,,,,1279.0,55.0,9877.0,91.0,782.0,50329.0,18.0,25519.0833654255
Croatia,2000,,,14274.0,11281.0,6471.0,,,0.0,1332.0,53.0,8921.0,89.0,784.0,46546.0,20.0,25172.9628559273
Croatia,2001,,,14841.0,12809.0,7219.0,,,0.0,1388.0,69.0,10014.0,94.0,754.0,51338.0,16.0,26394.0456777833
Croatia,2002,,,15181.0,12772.0,5918.0,,,0.0,1477.0,78.0,9733.0,99.0,758.0,48906.0,12.0,27420.0965723045
Croatia,2003,,,15927.0,13252.0,5518.0,,,0.0,1647.0,126.0,10625.0,101.0,756.0,52577.0,6.0,28782.8213260193
Croatia,2004,,,16359.0,13990.0,7720.0,,,2.0,1704.0,254.0,10410.0,107.0,723.0,54671.0,67.0,28875.9847673693
Croatia,2005,,,16958.0,13162.0,7141.0,,,10.0,1761.0,169.0,10781.0,116.0,709.0,57014.0,172.0,29285.7515786302
Croatia,2006,,,17398.0,13047.0,6741.0,,,19.0,1814.0,151.0,9598.0,142.0,710.0,55487.0,215.0,29555.682228908
Croatia,2007,,140.0,17830.0,12709.0,4864.0,,0.0,35.0,1871.0,185.0,9120.0,154.0,724.0,55594.0,200.0,30972.9120898759
Croatia,2008,,134.0,18229.0,12891.0,5891.0,,0.0,40.0,1855.0,196.0,9495.0,186.0,695.0,58643.0,192.0,29825.9471994577
Croatia,2009,,132.0,17915.0,13455.0,7494.0,,0.0,54.0,1784.0,159.0,9550.0,182.0,691.0,56893.0,140.0,27909.1256955995
Croatia,2010,,285.0,18248.0,14902.0,9232.0,,0.0,139.0,1720.0,168.0,10277.0,163.0,650.0,59704.0,116.0,27280.229834957
Croatia,2011,,287.0,17922.0,11373.0,5162.0,,0.0,201.0,1674.0,164.0,9976.0,150.0,635.0,55065.0,94.0,26773.8263390969
Croatia,2012,,291.0,17596.0,10755.0,4999.0,,2.0,329.0,1584.0,146.0,9585.0,144.0,590.0,48880.0,94.0,24734.6498197466
Croatia,2013,,286.0,17379.0,14052.0,8727.0,,11.0,517.0,1597.0,125.0,9678.0,144.0,576.0,46207.0,146.0,23770.5527686019
Cyprus,1991,,,2032.0,2077.0,,,,,311.0,15.0,,49.0,161.0,,83.0,6121.529001151
Cyprus,1992,,,2291.0,2430.0,,,,,369.0,26.0,,55.0,172.0,,85.0,6559.3306354766
Cyprus,1993,,,2453.0,2590.0,,,,,389.0,31.0,,51.0,175.0,,114.0,6858.74068732256
Cyprus,1994,,,2552.0,2685.0,,,,,402.0,27.0,,50.0,180.0,,112.0,7103.13267836446
Cyprus,1995,,,2352.0,2497.0,,,,,438.0,20.0,,51.0,183.0,,125.0,7046.93261063203
Cyprus,1996,,,2464.0,2609.0,,,,,459.0,17.0,,51.0,186.0,,147.0,7343.53788019567
Cyprus,1997,,,2576.0,2728.0,,,,,483.0,19.0,,52.0,191.0,,152.0,7473.09509160237
Cyprus,1998,,,2811.0,2991.0,,,,,514.0,26.0,,50.0,195.0,,151.0,7799.55925734513
Cyprus,1999,,,2986.0,3139.0,,,,,525.0,30.0,,49.0,203.0,,154.0,8059.08339104404
Cyprus,2000,,,3205.0,3370.0,,,,,541.0,49.0,,53.0,206.0,,141.0,8326.88573407511
Cyprus,2001,0.0,,3364.0,3551.0,,,,,548.0,53.0,,53.0,219.0,,133.0,8282.54807082145
Cyprus,2002,0.0,,3574.0,3785.0,,,,,526.0,53.0,,54.0,228.0,,139.0,8519.08140283278
Cyprus,2003,0.0,,3830.0,4052.0,,,,,541.0,53.0,,58.0,252.0,,137.0,8914.58309273857
Cyprus,2004,0.0,,3975.0,4201.0,,,,,525.0,57.0,,56.0,282.0,,146.0,9144.37142221279
Cyprus,2005,0.0,,4131.0,4377.0,,,1.0,0.0,503.0,52.0,,53.0,303.0,,154.0,9307.98055927861
Cyprus,2006,1.0,,4397.0,4652.0,,,1.0,0.0,496.0,54.0,,54.0,323.0,,146.0,9567.54719307495
Cyprus,2007,6.0,9.0,4606.0,4871.0,,,2.0,0.0,498.0,49.0,,55.0,352.0,,143.0,9913.23461665865
Cyprus,2008,0.0,11.0,4806.0,5079.0,,,3.0,0.0,485.0,40.0,,53.0,373.0,,152.0,10093.2699679916
Cyprus,2009,65.0,15.0,4949.0,5215.0,,,4.0,0.0,470.0,21.0,4.0,55.0,383.0,,144.0,9872.18368832317
Cyprus,2010,105.0,32.0,5100.0,5322.0,,,7.0,31.0,464.0,26.0,5.0,53.0,390.0,,116.0,9571.65722046227
Cyprus,2011,176.0,44.0,4698.0,4929.0,,,12.0,114.0,460.0,12.0,31.0,59.0,385.0,,100.0,9296.16313035284
Cyprus,2012,193.0,62.0,4543.0,4717.0,,,22.0,185.0,414.0,0.0,31.0,59.0,372.0,,94.0,8769.36602589842
Cyprus,2013,177.0,62.0,4119.0,4290.0,,,47.0,231.0,349.0,0.0,42.0,52.0,349.0,,135.0,8020.09846997047
Czechia,1992,,,52008.0,59293.0,1638.0,12250.0,,,2876.0,3191.0,125705.0,90.0,1412.0,208228.0,,172740.62628144
Czechia,1993,,,52566.0,58881.0,1596.0,12627.0,,,2801.0,2613.0,139154.0,62.0,1348.0,212787.0,,164865.692577199
Czechia,1994,,,53972.0,58705.0,1776.0,12977.0,,,2596.0,2050.0,136347.0,75.0,1568.0,212846.0,,156919.265024264
Czechia,1995,,,56923.0,60847.0,2274.0,12230.0,,,2270.0,2343.0,153411.0,97.0,1637.0,239440.0,,157350.40343243
Czechia,1996,,,59300.0,64257.0,2403.0,12850.0,,,2163.0,1771.0,165728.0,74.0,1843.0,268903.0,8.0,159496.56013386
Czechia,1997,,,58251.0,64598.0,2080.0,12494.0,,,2107.0,1790.0,153059.0,140.0,1841.0,283990.0,1.0,155548.726287072
Czechia,1998,,,57149.0,65112.0,1884.0,13178.0,,,2436.0,2262.0,132784.0,136.0,1816.0,287922.0,17.0,149574.351299437
Czechia,1999,104.0,,56099.0,64694.0,2216.0,13357.0,,,2372.0,1476.0,123844.0,143.0,1924.0,284941.0,8.0,140428.949751359
Czechia,2000,82.0,,57248.0,73466.0,2313.0,13590.0,,,2547.0,1711.0,109848.0,181.0,1858.0,275184.0,15.0,149753.57653768
Czechia,2001,116.0,,58685.0,74647.0,2467.0,14749.0,,,2763.0,1936.0,116955.0,201.0,1901.0,300052.0,13.0,149273.387344918
Czechia,2002,96.0,,58527.0,76348.0,2845.0,18738.0,,2.0,2885.0,1525.0,110601.0,175.0,1926.0,288028.0,18.0,145622.965867921
Czechia,2003,884.0,,59894.0,83227.0,1794.0,25872.0,,4.0,3117.0,845.0,111074.0,173.0,2100.0,293964.0,8.0,148967.238483566
Czechia,2004,969.0,,61472.0,84333.0,2562.0,26325.0,,10.0,3358.0,1328.0,109461.0,174.0,2092.0,288912.0,6.0,149733.015180822
Czechia,2005,867.0,,62691.0,82578.0,3027.0,24728.0,,21.0,3779.0,1429.0,103742.0,156.0,2055.0,287698.0,5.0,147600.476572277
Czechia,2006,1021.0,,64307.0,84361.0,3257.0,26046.0,1.0,49.0,3928.0,1406.0,96862.0,134.0,2012.0,285981.0,4.0,149389.776089742
Czechia,2007,1081.0,,64661.0,88198.0,2523.0,26172.0,2.0,125.0,4110.0,1345.0,95186.0,114.0,2098.0,273380.0,3.0,150213.502592063
Czechia,2008,1249.0,,65132.0,83518.0,2376.0,26551.0,13.0,245.0,4203.0,1229.0,93315.0,109.0,2070.0,271954.0,,145567.080699127
Czechia,2009,1566.0,,61592.0,82250.0,2982.0,27208.0,89.0,288.0,4135.0,1055.0,86728.0,95.0,2041.0,253026.0,,137086.77903594
Czechia,2010,2284.0,,63713.0,85910.0,3380.0,27998.0,616.0,335.0,4026.0,478.0,94171.0,90.0,1858.0,291235.0,,139148.951861755
Czechia,2011,2946.0,,63031.0,87561.0,2664.0,28283.0,2182.0,397.0,4123.0,588.0,87899.0,89.0,1791.0,262516.0,,137948.618700005
Czechia,2012,4146.0,,62978.0,87573.0,2860.0,30324.0,2149.0,416.0,4104.0,688.0,93219.0,106.0,1669.0,252201.0,,133778.906336159
Czechia,2013,5626.0,,62746.0,87065.0,3639.0,30745.0,2033.0,481.0,4137.0,622.0,91425.0,114.0,1570.0,258017.0,,129786.733647197
Denmark,1991,213.0,,32356.0,36545.0,25.0,,,740.0,4016.0,661.0,83691.0,88.0,1681.0,58574.0,143.0,82163.9325216713
Denmark,1992,132.0,,32571.0,30738.0,28.0,,,915.0,3754.0,590.0,83710.0,81.0,1765.0,60548.0,142.0,76260.9911320547
Denmark,1993,114.0,,33144.0,33974.0,28.0,,,1034.0,3876.0,623.0,88875.0,82.0,1811.0,68643.0,146.0,78138.1930583691
Denmark,1994,116.0,,33408.0,40578.0,33.0,,,1137.0,3743.0,594.0,89204.0,82.0,1874.0,70198.0,125.0,82064.6645053473
Denmark,1995,265.0,,33900.0,36758.0,30.0,,,1177.0,3809.0,557.0,93836.0,83.0,1893.0,77264.0,145.0,78984.8718855628
Denmark,1996,368.0,,35590.0,53582.0,19.0,,,1227.0,3913.0,525.0,103732.0,91.0,1913.0,83094.0,188.0,91956.1004876897
Denmark,1997,377.0,,34621.0,44315.0,19.0,,,1934.0,3775.0,525.0,97770.0,77.0,1962.0,80542.0,192.0,82264.6688681631
Denmark,1998,300.0,,34899.0,41113.0,27.0,,,2820.0,3675.0,481.0,100411.0,84.0,2001.0,80239.0,168.0,78033.5456150595
